1,1,256
2,1,0
3,1,547
4,1,0
5,1,0
6,1,0
7,1,485
8,1,0
9,1,374
10,1,424
11,1,150
12,1,0
13,1,210
14,1,212
15,1,490
16,1,0
17,1,212
18,1,0
19,1,0
20,1,0
21,1,0
22,1,599
23,1,0
24,1,561
25,1,527
26,1,554
27,1,289
28,1,0
29,1,390
30,1,351
31,1,140
32,1,337
33,1,0
34,1,282
35,1,0
36,1,176
37,1,0
38,1,0
39,1,0
40,1,0
41,1,0
42,1,0
43,1,0
44,1,0
45,1,0
46,1,597
47,1,0
48,1,592
49,1,0
50,1,0
51,1,394
52,1,0
53,1,496
54,1,224
55,1,366
56,1,304
57,1,160
58,1,424
59,1,0
60,1,0
61,1,0
62,1,247
63,1,148
64,1,0
65,1,428
66,1,504
67,1,285
68,1,0
69,1,191
70,1,173
71,1,283
72,1,0
73,1,506
74,1,0
75,1,0
76,1,0
77,1,209
78,1,0
79,1,0
80,1,0
81,1,487
82,1,0
83,1,0
84,1,248
85,1,150
86,1,0
87,1,0
88,1,0
89,1,284
90,1,529
91,1,0
92,1,547
93,1,0
94,1,0
95,1,0
96,1,0
97,1,581
98,1,0
99,1,0
100,1,274
101,1,0
102,1,129
103,1,311
104,1,591
105,1,0
106,1,201
107,1,282
108,1,0
109,1,0
110,1,405
111,1,0
112,1,0
113,1,350
114,1,428
115,1,0
116,1,151
117,1,0
118,1,0
119,1,0
120,1,0
121,1,308
122,1,306
123,1,305
124,1,0
125,1,0
126,1,322
127,1,115
128,1,0
129,1,0
130,1,0
131,1,203
132,1,0
133,1,193
134,1,0
135,1,523
136,1,0
137,1,0
138,1,246
139,1,0
140,1,554
141,1,0
142,1,0
143,1,0
144,1,241
145,1,192
146,1,0
147,1,0
148,1,0
149,1,179
150,1,0
151,1,242
152,1,452
153,1,384
154,1,242
155,1,0
156,1,0
157,1,596
158,1,246
159,1,0
160,1,373
161,1,0
162,1,143
163,1,505
164,1,160
165,1,0
166,1,0
167,1,164
168,1,197
169,1,0
170,1,0
171,1,0
172,1,0
173,1,0
174,1,252
175,1,279
176,1,496
177,1,322
178,1,290
179,1,307
180,1,202
181,1,173
182,1,136
183,1,220
184,1,0
185,1,0
186,1,448
187,1,0
188,1,0
189,1,0
190,1,368
191,1,447
192,1,180
193,1,211
194,1,0
195,1,0
196,1,287
197,1,411
198,1,0
199,1,0
200,1,537
201,1,0
202,1,378
203,1,0
204,1,0
205,1,123
206,1,146
207,1,0
208,1,0
209,1,154
210,1,424
211,1,0
212,1,491
213,1,0
214,1,372
215,1,0
216,1,0
217,1,432
218,1,282
219,1,500
220,1,385
221,1,0
222,1,216
223,1,0
224,1,195
225,1,0
226,1,225
227,1,302
228,1,0
229,1,0
230,1,198
231,1,0
232,1,131
233,1,0
234,1,0
235,1,192
236,1,325
237,1,573
238,1,0
239,1,0
240,1,0
241,1,271
242,1,0
243,1,426
244,1,169
245,1,285
246,1,191
247,1,0
248,1,0
249,1,0
250,1,0
251,1,371
252,1,458
253,1,428
254,1,0
255,1,205
256,1,489
257,1,0
258,1,0
259,1,308
260,1,0
261,1,290
262,1,530
263,1,269
264,1,501
265,1,411
266,1,0
267,1,453
268,1,421
269,1,263
270,1,0
271,1,211
272,1,519
273,1,284
274,1,482
275,1,0
276,1,0
277,1,0
278,1,415
279,1,0
280,1,505
281,1,0
282,1,0
283,1,0
284,1,545
285,1,551
286,1,401
287,1,0
288,1,365
289,1,0
290,1,0
291,1,0
292,1,271
293,1,0
294,1,303
295,1,0
296,1,258
297,1,111
298,1,559
299,1,0
300,1,471
301,1,0
302,1,539
303,1,509
304,1,0
305,1,373
306,1,0
307,1,0
308,1,498
309,1,524
310,1,0
311,1,0
312,1,0
313,1,0
314,1,0
315,1,0
316,1,0
317,1,326
318,1,263
319,1,0
320,1,0
321,1,526
322,1,0
323,1,0
324,1,141
325,1,276
326,1,456
327,1,0
328,1,0
329,1,594
330,1,495
331,1,0
332,1,0
333,1,0
334,1,0
335,1,530
336,1,405
337,1,0
338,1,585
339,1,119
340,1,368
341,1,0
342,1,573
343,1,0
344,1,0
345,1,281
346,1,0
347,1,0
348,1,0
349,1,475
350,1,0
351,1,137
352,1,0
353,1,435
354,1,0
355,1,0
356,1,295
357,1,0
358,1,430
359,1,0
360,1,0
361,1,0
362,1,0
363,1,0
364,1,0
365,1,0
366,1,220
367,1,114
368,1,0
369,1,0
370,1,0
371,1,0
372,1,0
373,1,0
374,1,0
375,1,491
376,1,0
377,1,0
378,1,141
379,1,0
380,1,0
381,1,246
382,1,287
383,1,229
384,1,294
385,1,0
386,1,370
387,1,527
388,1,0
389,1,0
390,1,0
391,1,0
392,1,130
393,1,149
394,1,565
395,1,0
396,1,404
397,1,518
398,1,0
399,1,0
400,1,202
401,1,0
402,1,217
403,1,190
404,1,0
405,1,422
406,1,318
407,1,0
408,1,553
409,1,0
410,1,0
411,1,584
412,1,371
413,1,343
414,1,0
415,1,0
416,1,0
417,1,582
418,1,0
419,1,423
420,1,458
421,1,0
422,1,0
423,1,0
424,1,435
425,1,0
426,1,0
427,1,547
428,1,496
429,1,582
430,1,0
431,1,532
432,1,190
433,1,590
434,1,0
435,1,201
436,1,0
437,1,356
438,1,0
439,1,0
440,1,0
441,1,340
442,1,452
443,1,0
444,1,0
445,1,123
446,1,0
447,1,0
448,1,0
449,1,409
450,1,0
451,1,174
452,1,377
453,1,0
454,1,0
455,1,201
456,1,0
457,1,445
458,1,0
459,1,0
460,1,0
461,1,348
462,1,0
463,1,523
464,1,0
465,1,0
466,1,345
467,1,411
468,1,0
469,1,0
470,1,0
471,1,419
472,1,331
473,1,0
474,1,176
475,1,315
476,1,0
477,1,0
478,1,308
479,1,0
480,1,169
481,1,0
482,1,0
483,1,143
484,1,380
485,1,0
486,1,0
487,1,0
488,1,111
489,1,554
490,1,320
491,1,0
492,1,0
493,1,346
494,1,166
495,1,290
496,1,0
497,1,587
498,1,0
499,1,0
500,1,575
501,1,357
502,1,0
503,1,178
504,1,537
505,1,0
506,1,0
507,1,221
508,1,0
509,1,542
510,1,465
511,1,285
512,1,401
513,1,0
514,1,0
515,1,164
516,1,0
517,1,0
518,1,0
519,1,242
520,1,251
521,1,204
522,1,0
523,1,0
524,1,0
525,1,298
526,1,0
527,1,0
528,1,0
529,1,0
530,1,166
531,1,0
532,1,561
533,1,566
534,1,437
535,1,549
536,1,233
537,1,0
538,1,162
539,1,417
540,1,252
541,1,0
542,1,346
543,1,0
544,1,168
545,1,0
546,1,0
547,1,0
548,1,0
549,1,328
550,1,0
551,1,0
552,1,0
553,1,0
554,1,0
555,1,0
556,1,0
557,1,0
558,1,0
559,1,396
560,1,0
561,1,246
562,1,210
563,1,0
564,1,0
565,1,230
566,1,0
567,1,0
568,1,272
569,1,367
570,1,0
571,1,145
572,1,146
573,1,549
574,1,0
575,1,133
576,1,403
577,1,381
578,1,0
579,1,0
580,1,0
581,1,0
582,1,541
583,1,451
584,1,0
585,1,0
586,1,523
587,1,0
588,1,524
589,1,0
590,1,239
591,1,0
592,1,393
593,1,0
594,1,529
595,1,0
596,1,0
597,1,538
598,1,558
599,1,486
600,1,0
601,1,465
602,1,400
603,1,490
604,1,561
605,1,0
606,1,488
607,1,0
608,1,169
609,1,0
610,1,139
611,1,278
612,1,274
613,1,0
614,1,359
615,1,128
616,1,280
617,1,468
618,1,465
619,1,0
620,1,490
621,1,0
622,1,177
623,1,398
624,1,0
625,1,0
626,1,213
627,1,0
628,1,0
629,1,0
630,1,274
631,1,0
632,1,179
633,1,0
634,1,0
635,1,400
636,1,535
637,1,189
638,1,0
639,1,386
640,1,0
641,1,432
642,1,0
643,1,463
644,1,507
645,1,434
646,1,0
647,1,391
648,1,0
649,1,175
650,1,0
651,1,341
652,1,477
653,1,0
654,1,356
655,1,0
656,1,588
657,1,396
658,1,149
659,1,0
660,1,0
661,1,161
662,1,0
663,1,0
664,1,0
665,1,331
666,1,374
667,1,0
668,1,214
669,1,543
670,1,275
671,1,0
672,1,0
673,1,355
674,1,0
675,1,565
676,1,0
677,1,312
678,1,550
679,1,0
680,1,0
681,1,0
682,1,0
683,1,0
684,1,0
685,1,425
686,1,421
687,1,551
688,1,0
689,1,0
690,1,0
691,1,0
692,1,0
693,1,0
694,1,226
695,1,262
696,1,157
697,1,382
698,1,488
699,1,0
700,1,342
701,1,0
702,1,390
703,1,0
704,1,257
705,1,0
706,1,0
707,1,0
708,1,334
709,1,146
710,1,0
711,1,141
712,1,0
713,1,307
714,1,0
715,1,0
716,1,328
717,1,0
718,1,0
719,1,326
720,1,533
721,1,561
722,1,0
723,1,213
724,1,374
725,1,553
726,1,0
727,1,0
728,1,0
729,1,0
730,1,123
731,1,0
732,1,0
733,1,146
734,1,253
735,1,0
736,1,538
737,1,356
738,1,0
739,1,202
740,1,0
741,1,378
742,1,0
743,1,0
744,1,0
745,1,426
746,1,247
747,1,0
748,1,396
749,1,0
750,1,384
751,1,484
752,1,0
753,1,0
754,1,510
755,1,540
756,1,0
757,1,220
758,1,0
759,1,467
760,1,0
761,1,174
762,1,485
763,1,543
764,1,0
765,1,0
766,1,0
767,1,0
768,1,0
769,1,0
770,1,0
771,1,354
772,1,0
773,1,202
774,1,0
775,1,0
776,1,0
777,1,0
778,1,0
779,1,201
780,1,428
781,1,0
782,1,223
783,1,192
784,1,512
785,1,133
786,1,134
787,1,0
788,1,343
789,1,0
790,1,472
791,1,363
792,1,0
793,1,0
794,1,469
795,1,0
796,1,428
797,1,451
798,1,455
799,1,479
800,1,535
801,1,0
802,1,0
803,1,390
804,1,0
805,1,392
806,1,316
807,1,242
808,1,369
809,1,250
810,1,0
811,1,0
812,1,0
813,1,459
814,1,0
815,1,0
816,1,485
817,1,192
818,1,163
819,1,0
820,1,580
821,1,194
822,1,0
823,1,220
824,1,120
825,1,0
826,1,0
827,1,0
828,1,161
829,1,581
830,1,224
831,1,0
832,1,0
833,1,0
834,1,376
835,1,351
836,1,225
837,1,430
838,1,0
839,1,0
840,1,0
841,1,562
842,1,148
843,1,0
844,1,0
845,1,0
846,1,493
